id,name,id_number_masked,position,nationality,birth_date,notes,created_at
1728,Indah Feri Prabowo,6827********3727,CFO,Indonesia,1966-06-19,,2026-01-15 14:25:06.94534+00
1729,Lestari Hadi Ardiansyah,6828********3728,CEO,Indonesia,1987-10-04,,2026-01-15 14:25:06.94534+00
1730,Dwi Yanti Kusuma,6829********3729,CEO,Indonesia,1988-03-22,,2026-01-15 14:25:06.94534+00
1731,Tri Purwanto,6830********3730,Komisaris Utama,Indonesia,1969-04-15,,2026-01-15 14:25:06.94534+00
1732,Tri Suharto,6831********3731,CFO,Indonesia,1983-11-26,,2026-01-15 14:25:06.94534+00
1733,Wahyu Wijaya,6832********3732,Komisaris,Indonesia,1956-03-04,,2026-01-15 14:25:06.94534+00
1734,Dian Rudi Santoso,6833********3733,Direktur Operasional,Indonesia,1971-06-27,,2026-01-15 14:25:06.94534+00
1735,Rizki Nugroho,6834********3734,Komisaris,Indonesia,1975-01-16,,2026-01-15 14:25:06.94534+00
1736,Eko Cahya,6835********3735,Komisaris Independen,Indonesia,1951-04-04,,2026-01-15 14:25:06.94534+00
1737,Dian Saputra,6836********3736,CFO,Indonesia,1987-11-24,,2026-01-15 14:25:06.94534+00
1738,Nurul Wahyu Utomo,6837********3737,COO,Indonesia,1953-11-02,,2026-01-15 14:25:06.94534+00
1739,Sari Gunawan,6838********3738,COO,Indonesia,1983-09-20,,2026-01-15 14:25:06.94534+00
1740,Hadi Surya,6839********3739,Direktur Operasional,Indonesia,1958-08-20,,2026-01-15 14:25:06.94534+00
1741,Sri Nugroho,6840********3740,CEO,Indonesia,1963-07-17,,2026-01-15 14:25:06.94534+00
1742,Rudi Suryanto,6841********3741,CEO,Indonesia,1974-05-12,,2026-01-15 14:25:06.94534+00
1743,Rina Wishnu Susanto,6842********3742,COO,Indonesia,1953-10-28,,2026-01-15 14:25:06.94534+00
1744,Wahyu Yanti Kusumo,6843********3743,Direktur Utama,Indonesia,1975-05-06,,2026-01-15 14:25:06.94534+00
1745,Feri Setiawan,6844********3744,Direktur Operasional,Indonesia,1981-07-23,,2026-01-15 14:25:06.94534+00
1746,Sri Ardiansyah,6845********3745,Komisaris,Indonesia,1964-05-11,,2026-01-15 14:25:06.94534+00
1747,Siti Suryanto,6846********3746,Komisaris Utama,Indonesia,1956-09-01,,2026-01-15 14:25:06.94534+00
1748,Dian Dewi Aditya,6847********3747,Komisaris,Indonesia,1960-04-18,,2026-01-15 14:25:06.94534+00
1749,Hendro Suryanto,6848********3748,Sekretaris Perusahaan,Indonesia,1968-06-07,,2026-01-15 14:25:06.94534+00
1750,Eko Adi Santoso,6849********3749,Direktur Utama,Indonesia,1974-10-25,,2026-01-15 14:25:06.94534+00
1751,Indah Aditya,6850********3750,Sekretaris Perusahaan,Indonesia,1950-09-02,,2026-01-15 14:25:06.94534+00
1752,Irwan Surya,6851********3751,Komisaris Utama,Indonesia,1981-10-03,,2026-01-15 14:25:06.94534+00
1753,Siti Setiawan,6852********3752,CFO,Indonesia,1957-08-28,,2026-01-15 14:25:06.94534+00
1754,Eko Purwanto,6853********3753,Komisaris Utama,Indonesia,1960-11-24,,2026-01-15 14:25:06.94534+00
1755,Sigit Hendro Hermawan,6854********3754,Direktur Utama,Indonesia,1974-11-10,,2026-01-15 14:25:06.94534+00
1756,Nurul Wibowo,6855********3755,Direktur Utama,Indonesia,1984-02-11,,2026-01-15 14:25:06.94534+00
1757,Budi Fitri Hidayat,6856********3756,CFO,Indonesia,1980-11-16,,2026-01-15 14:25:06.94534+00
1758,Feri Lestari Prasetyo,6857********3757,CEO,Indonesia,1983-12-21,,2026-01-15 14:25:06.94534+00
1759,Rudi Wibowo,6858********3758,CFO,Indonesia,1976-05-16,,2026-01-15 14:25:06.94534+00
1760,Rudi Yulia Wibowo,6859********3759,Direktur Operasional,Indonesia,1976-04-09,,2026-01-15 14:25:06.94534+00
1761,Wulan Gunawan,6860********3760,COO,Indonesia,1950-05-08,,2026-01-15 14:25:06.94534+00
1762,Yanti Ratna Gunawan,6861********3761,CEO,USA,1977-10-27,,2026-01-15 14:25:06.94534+00
1763,Tri Putra,6862********3762,Direktur Keuangan,Indonesia,1980-07-16,,2026-01-15 14:25:06.94534+00
1764,Sigit Nugroho,6863********3763,CEO,Indonesia,1978-07-24,,2026-01-15 14:25:06.94534+00
1765,Ratna Ramadhan,6864********3764,Direktur,Indonesia,1955-12-02,,2026-01-15 14:25:06.94534+00
1766,Feri Dwi Hidayat,6865********3765,Komisaris Utama,Indonesia,1963-04-18,,2026-01-15 14:25:06.94534+00
1767,Lestari Siti Purwanto,6866********3766,CEO,Indonesia,1961-02-04,,2026-01-15 14:25:06.94534+00
1768,Kurnia Saputra,6867********3767,Komisaris Utama,Indonesia,1951-04-28,,2026-01-15 14:25:06.94534+00
1769,Hendra Hartono,6868********3768,COO,Indonesia,1972-11-05,,2026-01-15 14:25:06.94534+00
1770,Lestari Saputra,6869********3769,Komisaris,China,1977-02-05,,2026-01-15 14:25:06.94534+00
1771,Ratna Wahyu Raharjo,6870********3770,Direktur Operasional,Indonesia,1979-10-17,,2026-01-15 14:25:06.94534+00
1772,Bambang Hendro Raharjo,6871********3771,Komisaris Utama,Indonesia,1962-10-15,,2026-01-15 14:25:06.94534+00
1773,Putri Kusuma,6872********3772,Komisaris Utama,Indonesia,1973-09-01,,2026-01-15 14:25:06.94534+00
1774,Ratna Mahendra,6873********3773,Komisaris Independen,Indonesia,1951-12-04,,2026-01-15 14:25:06.94534+00
1775,Taufik Prasetyo,6874********3774,COO,Indonesia,1958-04-23,,2026-01-15 14:25:06.94534+00
1776,Ratna Hermawan,6875********3775,Direktur,Indonesia,1961-04-08,,2026-01-15 14:25:06.94534+00
1777,Wishnu Firmansyah,6876********3776,Direktur Utama,Indonesia,1957-03-03,,2026-01-15 14:25:06.94534+00
1778,Wulan Bambang Pratama,6877********3777,CEO,Indonesia,1964-09-21,,2026-01-15 14:25:06.94534+00
1779,Hadi Susanto,6878********3778,Direktur Utama,Indonesia,1970-12-20,,2026-01-15 14:25:06.94534+00
1780,Adi Firmansyah,6879********3779,Direktur Operasional,Indonesia,1976-02-13,,2026-01-15 14:25:06.94534+00
1781,Sigit Setiawan,6880********3780,Direktur Operasional,Indonesia,1977-06-24,,2026-01-15 14:25:06.94534+00
1782,Tri Cahya,6881********3781,Komisaris Utama,Indonesia,1984-05-22,,2026-01-15 14:25:06.94534+00
1783,Andi Nita Hartono,6882********3782,Komisaris Independen,Indonesia,1990-08-26,,2026-01-15 14:25:06.94534+00
1784,Joko Ardiansyah,6883********3783,Direktur Operasional,Indonesia,1954-04-28,,2026-01-15 14:25:06.94534+00
1785,Hendra Nugroho,6884********3784,Direktur Utama,Indonesia,1960-05-13,,2026-01-15 14:25:06.94534+00
1786,Yanti Utomo,6885********3785,CEO,Singapore,1962-10-17,,2026-01-15 14:25:06.94534+00
1787,Rina Ramadhan,6886********3786,Komisaris Independen,China,1978-09-11,,2026-01-15 14:25:06.94534+00
1788,Dian Suryanto,6887********3787,Direktur,Indonesia,1959-02-23,,2026-01-15 14:25:06.94534+00
1789,Siti Agus Hidayat,6888********3788,Komisaris Independen,Indonesia,1980-05-23,,2026-01-15 14:25:06.94534+00
1790,Joko Wulan Nugroho,6889********3789,Direktur Operasional,Indonesia,1976-11-01,,2026-01-15 14:25:06.94534+00
1791,Bambang Hendro Pratama,6890********3790,Komisaris Independen,Indonesia,1984-05-21,,2026-01-15 14:25:06.94534+00
1792,Sri Hidayat,6891********3791,Direktur Utama,Indonesia,1966-05-24,,2026-01-15 14:25:06.94534+00
1793,Adi Rizki Aditya,6892********3792,COO,Indonesia,1957-02-28,,2026-01-15 14:25:06.94534+00
1794,Agus Taufik Santoso,6893********3793,Direktur Utama,Indonesia,1965-05-02,,2026-01-15 14:25:06.94534+00
1795,Dewi Nurul Mahendra,6894********3794,CEO,Indonesia,1957-04-03,,2026-01-15 14:25:06.94534+00
1796,Budi Surya,6895********3795,COO,Indonesia,1954-04-07,,2026-01-15 14:25:06.94534+00
1797,Nita Feri Wijaya,6896********3796,Komisaris,Indonesia,1950-05-11,,2026-01-15 14:25:06.94534+00
1798,Andi Wahyu Suharto,6897********3797,CFO,Indonesia,1966-04-23,,2026-01-15 14:25:06.94534+00
1799,Putri Suryanto,6898********3798,CFO,Indonesia,1979-11-03,,2026-01-15 14:25:06.94534+00
1800,Taufik Kusumo,6899********3799,Komisaris Utama,China,1958-02-05,,2026-01-15 14:25:06.94534+00
1801,Wulan Wishnu Setiawan,6900********3800,COO,Indonesia,1970-02-28,,2026-01-15 14:25:06.94534+00
1802,Hadi Adi Surya,6901********3801,CEO,Indonesia,1956-02-05,,2026-01-15 14:25:06.94534+00
1803,Wahyu Ardiansyah,6902********3802,Komisaris Independen,Indonesia,1981-05-20,,2026-01-15 14:25:06.94534+00
1804,Adi Ramadhan,6903********3803,COO,Indonesia,1953-06-12,,2026-01-15 14:25:06.94534+00
1805,Feri Taufik Putra,6904********3804,Komisaris Independen,Indonesia,1965-03-18,,2026-01-15 14:25:06.94534+00
1806,Eko Santoso,6905********3805,COO,Indonesia,1960-01-16,,2026-01-15 14:25:06.94534+00
1807,Putri Joko Santoso,6906********3806,CFO,Indonesia,1983-10-05,,2026-01-15 14:25:06.94534+00
1808,Ratna Feri Kusuma,6907********3807,Komisaris Independen,Indonesia,1987-09-20,,2026-01-15 14:25:06.94534+00
1809,Wishnu Siti Ardiansyah,6908********3808,Komisaris Utama,Indonesia,1965-09-24,,2026-01-15 14:25:06.94534+00
1810,Irwan Dian Suharto,6909********3809,Sekretaris Perusahaan,Indonesia,1990-06-22,,2026-01-15 14:25:06.94534+00
1811,Ratna Dewi Hermawan,6910********3810,Sekretaris Perusahaan,Indonesia,1966-09-18,,2026-01-15 14:25:06.94534+00
1812,Nurul Eko Susanto,6911********3811,Direktur Operasional,Indonesia,1962-07-24,,2026-01-15 14:25:06.94534+00
1813,Andi Permana,6912********3812,CFO,Indonesia,1959-05-19,,2026-01-15 14:25:06.94534+00
1814,Yulia Dian Hartono,6913********3813,Direktur Keuangan,Indonesia,1969-02-25,,2026-01-15 14:25:06.94534+00
1815,Wulan Putra,6914********3814,CEO,Indonesia,1956-10-07,,2026-01-15 14:25:06.94534+00
1816,Rina Eko Setiawan,6915********3815,Komisaris,Indonesia,1966-04-25,,2026-01-15 14:25:06.94534+00
1817,Lestari Putra,6916********3816,Direktur Operasional,Indonesia,1982-04-27,,2026-01-15 14:25:06.94534+00
1818,Wati Lestari Aditya,6917********3817,CFO,Indonesia,1961-04-07,,2026-01-15 14:25:06.94534+00
1819,Siti Mahendra,6918********3818,Direktur,Indonesia,1974-05-03,,2026-01-15 14:25:06.94534+00
1820,Dian Dian Gunawan,6919********3819,Direktur Keuangan,Japan,1962-10-06,,2026-01-15 14:25:06.94534+00
1821,Wishnu Nugroho,6920********3820,Direktur Keuangan,Indonesia,1959-07-06,,2026-01-15 14:25:06.94534+00
1822,Sigit Susanto,6921********3821,Direktur,Indonesia,1960-11-27,,2026-01-15 14:25:06.94534+00
1823,Adi Firmansyah,6922********3822,Direktur Operasional,Indonesia,1976-10-21,,2026-01-15 14:25:06.94534+00
1824,Wahyu Hermawan,6923********3823,Direktur,Malaysia,1974-07-18,,2026-01-15 14:25:06.94534+00
1825,Hadi Cahya,6924********3824,CFO,Singapore,1987-12-17,,2026-01-15 14:25:06.94534+00
1826,Kurnia Wahyu Wijaya,6925********3825,Komisaris Independen,Indonesia,1953-04-02,,2026-01-15 14:25:06.94534+00
1827,Rina Nugroho,6926********3826,COO,Indonesia,1980-04-13,,2026-01-15 14:25:06.94534+00
1828,Nurul Nugroho,6927********3827,Direktur Keuangan,Netherlands,1971-10-15,,2026-01-15 14:25:06.94534+00
1829,Adi Putra,6928********3828,Komisaris Utama,Indonesia,1990-09-03,,2026-01-15 14:25:06.94534+00
1830,Wulan Sri Utomo,6929********3829,Komisaris,Indonesia,1981-09-07,,2026-01-15 14:25:06.94534+00
1831,Wulan Wulan Nugroho,6930********3830,Komisaris,Indonesia,1973-12-05,,2026-01-15 14:25:06.94534+00
1832,Sri Kusumo,6931********3831,CEO,Indonesia,1986-04-19,,2026-01-15 14:25:06.94534+00
1833,Eko Putra,6932********3832,Direktur Utama,Indonesia,1970-08-17,,2026-01-15 14:25:06.94534+00
1834,Dian Sigit Firmansyah,6933********3833,Komisaris Independen,Japan,1985-03-09,,2026-01-15 14:25:06.94534+00
1835,Joko Maya Wijaya,6934********3834,CFO,Indonesia,1977-11-20,,2026-01-15 14:25:06.94534+00
1836,Ratna Prasetyo,6935********3835,Komisaris Independen,Indonesia,1980-04-28,,2026-01-15 14:25:06.94534+00
1837,Lestari Fitri Cahya,6936********3836,Sekretaris Perusahaan,Indonesia,1962-03-25,,2026-01-15 14:25:06.94534+00
1838,Nurul Suryanto,6937********3837,Direktur Keuangan,Indonesia,1987-05-10,,2026-01-15 14:25:06.94534+00
1839,Wati Permana,6938********3838,Komisaris Utama,Indonesia,1989-12-26,,2026-01-15 14:25:06.94534+00
1840,Wahyu Rizki Surya,6939********3839,Komisaris,Indonesia,1964-12-27,,2026-01-15 14:25:06.94534+00
1841,Feri Ardiansyah,6940********3840,Direktur Operasional,Indonesia,1969-01-24,,2026-01-15 14:25:06.94534+00
1842,Lestari Santoso,6941********3841,Sekretaris Perusahaan,Indonesia,1987-10-15,,2026-01-15 14:25:06.94534+00
1843,Rina Hermawan,6942********3842,CEO,Indonesia,1956-04-09,,2026-01-15 14:25:06.94534+00
1844,Andi Raharjo,6943********3843,Sekretaris Perusahaan,Indonesia,1977-09-15,,2026-01-15 14:25:06.94534+00
1845,Agus Suharto,6944********3844,Sekretaris Perusahaan,Malaysia,1969-12-25,,2026-01-15 14:25:06.94534+00
1846,Sri Firmansyah,6945********3845,COO,Indonesia,1965-12-27,,2026-01-15 14:25:06.94534+00
1847,Ratna Susanto,6946********3846,Sekretaris Perusahaan,Indonesia,1974-10-16,,2026-01-15 14:25:06.94534+00
1848,Rizki Ramadhan,6947********3847,Komisaris,Indonesia,1968-05-09,,2026-01-15 14:25:06.94534+00
1849,Wishnu Rina Gunawan,6948********3848,Direktur Operasional,Indonesia,1968-03-19,,2026-01-15 14:25:06.94534+00
1850,Agus Purwanto,6949********3849,CEO,Indonesia,1980-11-26,,2026-01-15 14:25:06.94534+00
1851,Kurnia Dian Mahendra,6950********3850,Komisaris,Indonesia,1981-07-28,,2026-01-15 14:25:06.94534+00
1852,Sari Sigit Purwanto,6951********3851,CEO,Indonesia,1957-04-21,,2026-01-15 14:25:06.94534+00
1853,Sri Suharto,6952********3852,Direktur,Indonesia,1967-02-09,,2026-01-15 14:25:06.94534+00
1854,Indah Wulan Setiawan,6953********3853,COO,Indonesia,1955-11-07,,2026-01-15 14:25:06.94534+00
1855,Budi Dian Setiawan,6954********3854,Komisaris,Indonesia,1950-04-11,,2026-01-15 14:25:06.94534+00
1856,Dwi Agus Cahya,6955********3855,Sekretaris Perusahaan,Singapore,1967-08-06,,2026-01-15 14:25:06.94534+00
1857,Maya Putri Prasetyo,6956********3856,Komisaris,Indonesia,1966-05-15,,2026-01-15 14:25:06.94534+00
1858,Agus Ardiansyah,6957********3857,CEO,Indonesia,1963-11-05,,2026-01-15 14:25:06.94534+00
1859,Sari Sari Permana,6958********3858,Komisaris Independen,Indonesia,1960-02-07,,2026-01-15 14:25:06.94534+00
1860,Rudi Joko Permana,6959********3859,CEO,Indonesia,1977-10-05,,2026-01-15 14:25:06.94534+00
1861,Irwan Prasetyo,6960********3860,CEO,Indonesia,1964-08-19,,2026-01-15 14:25:06.94534+00
1862,Andi Adi Hidayat,6961********3861,COO,Indonesia,1985-12-08,,2026-01-15 14:25:06.94534+00
1863,Rudi Hermawan,6962********3862,Direktur Utama,Indonesia,1958-04-03,,2026-01-15 14:25:06.94534+00
1864,Dwi Yulia Utomo,6963********3863,Komisaris Independen,Indonesia,1989-04-13,,2026-01-15 14:25:06.94534+00
1865,Indah Wulan Hartono,6964********3864,CEO,Indonesia,1968-09-16,,2026-01-15 14:25:06.94534+00
1866,Bambang Santoso,6965********3865,CFO,Indonesia,1971-07-13,,2026-01-15 14:25:06.94534+00
1867,Hendro Eko Susanto,6966********3866,Komisaris Utama,Indonesia,1967-11-24,,2026-01-15 14:25:06.94534+00
1868,Nita Sari Permana,6967********3867,Direktur Keuangan,Indonesia,1958-11-01,,2026-01-15 14:25:06.94534+00
1869,Ratna Setiawan,6968********3868,Komisaris Independen,Indonesia,1988-12-23,,2026-01-15 14:25:06.94534+00
1870,Rina Hendro Ramadhan,6969********3869,Direktur Keuangan,Malaysia,1966-05-04,,2026-01-15 14:25:06.94534+00
1871,Sri Saputra,6970********3870,Direktur Operasional,Indonesia,1988-06-10,,2026-01-15 14:25:06.94534+00
1872,Ratna Dian Wibowo,6971********3871,Direktur Keuangan,Indonesia,1982-09-03,,2026-01-15 14:25:06.94534+00
1873,Maya Indah Wibowo,6972********3872,Komisaris,Indonesia,1974-08-20,,2026-01-15 14:25:06.94534+00
1874,Indah Ratna Santoso,6973********3873,Direktur Operasional,Indonesia,1973-04-23,,2026-01-15 14:25:06.94534+00
1875,Wishnu Rudi Hartono,6974********3874,Komisaris Independen,Indonesia,1969-05-16,,2026-01-15 14:25:06.94534+00
1876,Rizki Hermawan,6975********3875,COO,Indonesia,1963-10-10,,2026-01-15 14:25:06.94534+00
1877,Dewi Setiawan,6976********3876,Direktur,Indonesia,1963-07-20,,2026-01-15 14:25:06.94534+00
1878,Sigit Hartono,6977********3877,Direktur Utama,Indonesia,1990-05-15,,2026-01-15 14:25:06.94534+00
1879,Sigit Wulan Hidayat,6978********3878,Komisaris Independen,Indonesia,1958-08-03,,2026-01-15 14:25:06.94534+00
1880,Lestari Gunawan,6979********3879,Direktur Operasional,Indonesia,1983-05-12,,2026-01-15 14:25:06.94534+00
1881,Nurul Suryanto,6980********3880,COO,Indonesia,1978-11-18,,2026-01-15 14:25:06.94534+00
1882,Ratna Rina Putra,6981********3881,Komisaris Independen,Indonesia,1969-05-15,,2026-01-15 14:25:06.94534+00
1883,Dian Cahya,6982********3882,Direktur Operasional,Indonesia,1952-11-01,,2026-01-15 14:25:06.94534+00
1884,Wati Firmansyah,6983********3883,Direktur Keuangan,Indonesia,1962-05-27,,2026-01-15 14:25:06.94534+00
1885,Tri Santoso,6984********3884,CFO,Indonesia,1968-05-11,,2026-01-15 14:25:06.94534+00
1886,Taufik Yanti Prabowo,6985********3885,Direktur Keuangan,Indonesia,1978-10-05,,2026-01-15 14:25:06.94534+00
1887,Adi Utomo,6986********3886,Komisaris Utama,Indonesia,1950-11-16,,2026-01-15 14:25:06.94534+00
1888,Feri Saputra,6987********3887,Direktur Keuangan,Japan,1986-09-05,,2026-01-15 14:25:06.94534+00
1889,Wulan Dwi Permana,6988********3888,Komisaris Independen,Indonesia,1951-09-19,,2026-01-15 14:25:06.94534+00
1890,Nita Hidayat,6989********3889,CFO,Indonesia,1974-07-18,,2026-01-15 14:25:06.94534+00
1891,Andi Prabowo,6990********3890,Direktur Utama,Indonesia,1977-01-22,,2026-01-15 14:25:06.94534+00
1892,Wahyu Wulan Ardiansyah,6991********3891,Komisaris Utama,Japan,1983-02-26,,2026-01-15 14:25:06.94534+00
1893,Rina Taufik Susanto,6992********3892,Sekretaris Perusahaan,Indonesia,1976-11-18,,2026-01-15 14:25:06.94534+00
1894,Hendra Wibowo,6993********3893,Direktur Operasional,Indonesia,1958-07-17,,2026-01-15 14:25:06.94534+00
1895,Wulan Suryanto,6994********3894,Sekretaris Perusahaan,Indonesia,1987-05-14,,2026-01-15 14:25:06.94534+00
1896,Kurnia Pratama,6995********3895,Sekretaris Perusahaan,Indonesia,1974-04-06,,2026-01-15 14:25:06.94534+00
1897,Sigit Raharjo,6996********3896,Direktur Utama,Indonesia,1987-11-24,,2026-01-15 14:25:06.94534+00
1898,Hendra Indah Hermawan,6997********3897,Direktur Operasional,Indonesia,1986-02-04,,2026-01-15 14:25:06.94534+00
1899,Yanti Bambang Prasetyo,6998********3898,CFO,Indonesia,1975-06-03,,2026-01-15 14:25:06.94534+00
1900,Tri Rizki Prasetyo,6999********3899,Direktur Operasional,China,1959-09-16,,2026-01-15 14:25:06.94534+00
1901,Agus Susanto,7000********3900,CEO,Indonesia,1988-09-05,,2026-01-15 14:25:06.94534+00
1902,Dian Rizki Hermawan,7001********3901,Direktur Operasional,Indonesia,1953-10-07,,2026-01-15 14:25:06.94534+00
1903,Andi Putri Wijaya,7002********3902,CFO,Indonesia,1986-06-21,,2026-01-15 14:25:06.94534+00
1904,Maya Sri Permana,7003********3903,Komisaris Independen,Indonesia,1958-11-19,,2026-01-15 14:25:06.94534+00
1905,Wishnu Aditya,7004********3904,Sekretaris Perusahaan,Singapore,1990-08-25,,2026-01-15 14:25:06.94534+00
1906,Sari Kusumo,7005********3905,Direktur Operasional,Indonesia,1953-10-25,,2026-01-15 14:25:06.94534+00
1907,Indah Nita Putra,7006********3906,Komisaris Independen,Indonesia,1954-04-19,,2026-01-15 14:25:06.94534+00
1908,Eko Setiawan,7007********3907,COO,Indonesia,1962-07-17,,2026-01-15 14:25:06.94534+00
1909,Wishnu Ratna Hermawan,7008********3908,CFO,Indonesia,1961-09-20,,2026-01-15 14:25:06.94534+00
1910,Adi Kusuma,7009********3909,CFO,Indonesia,1989-01-12,,2026-01-15 14:25:06.94534+00
1911,Bambang Agus Hermawan,7010********3910,CEO,Indonesia,1954-01-09,,2026-01-15 14:25:06.94534+00
1912,Yulia Lestari Putra,7011********3911,CFO,Indonesia,1987-12-03,,2026-01-15 14:25:06.94534+00
1913,Siti Sari Wibowo,7012********3912,Direktur Operasional,Indonesia,1985-06-07,,2026-01-15 14:25:06.94534+00
1914,Tri Ratna Gunawan,7013********3913,Direktur Utama,Indonesia,1967-11-02,,2026-01-15 14:25:06.94534+00
1915,Bambang Permana,7014********3914,Komisaris Independen,Indonesia,1950-12-04,,2026-01-15 14:25:06.94534+00
1916,Bambang Santoso,7015********3915,Komisaris Independen,Indonesia,1961-05-28,,2026-01-15 14:25:06.94534+00
1917,Ratna Taufik Firmansyah,7016********3916,Direktur Keuangan,Indonesia,1956-11-13,,2026-01-15 14:25:06.94534+00
1918,Siti Santoso,7017********3917,COO,Indonesia,1970-05-19,,2026-01-15 14:25:06.94534+00
1919,Eko Mahendra,7018********3918,Komisaris Independen,Indonesia,1988-01-21,,2026-01-15 14:25:06.94534+00
1920,Sigit Wishnu Gunawan,7019********3919,Komisaris Independen,Indonesia,1966-05-09,,2026-01-15 14:25:06.94534+00
1921,Agus Siti Prasetyo,7020********3920,Direktur Keuangan,Japan,1964-01-25,,2026-01-15 14:25:06.94534+00
1922,Dian Tri Ramadhan,7021********3921,COO,Indonesia,1978-07-22,,2026-01-15 14:25:06.94534+00
1923,Nita Raharjo,7022********3922,Direktur Utama,Indonesia,1978-10-09,,2026-01-15 14:25:06.94534+00
1924,Fitri Wati Wibowo,7023********3923,COO,China,1951-02-09,,2026-01-15 14:25:06.94534+00
1925,Hendra Wahyu Cahya,7024********3924,Komisaris Independen,Indonesia,1977-11-24,,2026-01-15 14:25:06.94534+00
1926,Rina Susanto,7025********3925,Komisaris Utama,Indonesia,1950-02-10,,2026-01-15 14:25:06.94534+00
1927,Wulan Gunawan,7026********3926,Direktur,Indonesia,1967-04-27,,2026-01-15 14:25:06.94534+00
1928,Taufik Putri Permana,7027********3927,Sekretaris Perusahaan,Indonesia,1982-10-01,,2026-01-15 14:25:06.94534+00
1929,Yanti Hartono,7028********3928,Komisaris Utama,Indonesia,1987-06-06,,2026-01-15 14:25:06.94534+00
1930,Irwan Dewi Aditya,7029********3929,Komisaris,Indonesia,1971-05-11,,2026-01-15 14:25:06.94534+00
1931,Budi Setiawan,7030********3930,Direktur Keuangan,Indonesia,1963-06-06,,2026-01-15 14:25:06.94534+00
1932,Rizki Wati Kusuma,7031********3931,Direktur Utama,Indonesia,1960-03-15,,2026-01-15 14:25:06.94534+00
1933,Rina Wijaya,7032********3932,COO,Indonesia,1951-09-12,,2026-01-15 14:25:06.94534+00
